On offshore,Province name,Municipality name,longitude,latitude,Start,Type,Status,Result,Current owner,Operator,oil or gas?
ON,Zuid-Holland,Rotterdam,4.46274558,51.95433703,28-08-1984,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274664,51.95442701,22-09-1984,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274227,51.95406708,08-10-1984,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274227,51.95406708,05-03-1990,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46275179,51.9548762,27-10-1984,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274996,51.95469651,15-11-1984,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274861,51.95460679,01-12-1984,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274059,51.9538873,15-12-1984,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46275154,51.95483144,15-09-1985,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46275154,51.95483144,09-01-1990,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46275824,51.95420257,10-10-1985,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46273683,51.9536177,26-11-1987,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274746,51.9544716,20-01-1990,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46274625,51.95438216,08-02-1990,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rotterdam,4.46273764,51.95366301,22-09-1993,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Barendrecht,4.51314663,51.84586647,04-08-1984,Exploration hydrocarbon,Suspended,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Barendrecht,4.5135822,51.84584805,22-06-1999,Appraisal hydrocarbon,Suspended,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Barendrecht,4.55409445,51.84333774,14-12-1992,Exploration hydrocarbon,Suspended,Gas with oil shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Barendrecht,4.55417418,51.84309086,02-07-1995,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Barendrecht,4.55460536,51.84340204,20-04-1997,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Barendrecht,4.55473175,51.84314335,09-05-1999,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Boskoop,4.6522309,52.09438973,19-04-1995,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Reiderland,7.09696734,53.16347856,23-11-1991,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Borger-Odoorn,6.85072475,52.92956988,20-01-1981,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Emmen,6.86774348,52.73171712,10-03-1997,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Wunseradiel,5.50744339,53.05212062,02-11-1971,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Capelle aan den IJssel,4.57737756,51.95998781,29-07-1985,Exploration hydrocarbon,Plugged and abandoned,Oil shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.61515065,52.5873976,22-01-1983,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.58185121,52.60206541,07-08-1990,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Gelderland,Winterswijk,6.65852876,51.97606903,05-04-1921,Exploration,Plugged and abandoned,Oil shows,Rijksoverheid,ROVD,Y
ON,Overijssel,Hardenberg,6.69426744,52.64600848,15-11-1949,Development hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.65039933,52.65093313,22-11-1951,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.78651323,52.65832816,24-03-1971,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.80100782,52.66534351,27-03-1975,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.6069298,52.63884532,13-01-1992,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.68535033,52.65895533,24-04-1978,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.6065521,52.63907146,24-03-2003,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.61465022,52.65944398,25-11-2002,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.77400474,52.66460973,20-01-1980,Appraisal hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.6951213,52.62836479,19-10-1980,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.77355909,52.66433954,07-06-1982,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.65467845,52.6262376,24-09-1983,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.77400186,52.66434022,07-06-1985,Appraisal hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.71275379,52.67160273,19-07-1985,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.60551388,52.63856811,01-02-1986,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.63227304,52.66586326,14-04-1986,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.78640257,52.65858984,05-06-1987,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.6542992,52.62593112,23-02-1990,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.64757264,52.67206364,01-06-1991,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.60614385,52.63852597,07-03-1992,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.61516029,52.65863891,25-05-2001,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.78508474,52.70926318,02-03-1972,Exploration hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.79314529,52.69132347,27-09-1977,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.71568915,52.70722833,05-06-1978,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.71522063,52.70722197,08-11-1979,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.7935613,52.69123298,29-01-1980,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.78551215,52.70933446,16-04-1981,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.6980527,52.6969409,25-10-1990,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.6986178,52.69677703,21-09-1984,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Coevorden,6.71485598,52.70704422,28-04-1986,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Rijswijk,4.33964108,52.01934197,19-06-1944,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Nederlandse Aardolie Maatschappij B.V.,Erdöl Niederlande,Y
ON,Zuid-Holland,Delft,4.34501511,52.01441006,26-11-1947,Exploration hydrocarbon,Plugged and abandoned,Oil shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Delft,4.35818861,52.00024328,29-09-1953,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Delft,4.35692575,52.001967,29-06-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Delft,4.34230503,52.01506017,08-08-1954,Appraisal hydrocarbon,Plugged and abandoned,Gas shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Delft,4.34230503,52.01506017,02-10-1954,Development hydrocarbon,Plugged and abandoned,Oil and gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Midden-Delfland,4.33600418,52.00669867,25-11-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Delft,4.37018135,52.00310702,13-01-1955,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Zuid-Holland,Delft,4.37631004,51.99676004,18-07-1994,Appraisal hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Dinkelland,6.99499581,52.45537209,22-08-1951,Exploration hydrocarbon,Plugged and abandoned,Gas with oil shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Dinkelland,6.9767239,52.45560033,10-05-1952,Exploration hydrocarbon,Plugged and abandoned,Gas and oil shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hengelo,6.84238289,52.29080466,17-07-1955,Exploration hydrocarbon,Plugged and abandoned,Gas and oil shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Westerveld,6.26203122,52.86721906,30-01-1961,Exploration hydrocarbon,Plugged and abandoned,Gas shows,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Friesland,Ooststellingwerf,6.21686005,53.01120864,22-01-1991,Exploration hydrocarbon,Plugged and abandoned,Gas,Kistos NL1 B.V.,Hardy Oil & Gas (U.K.) Ltd.,Y
ON,Friesland,Ooststellingwerf,6.21685419,53.01111989,02-07-2012,Appraisal hydrocarbon,Plugged and abandoned,Gas,Kistos NL1 B.V.,Tulip Oil Netherlands B.V.,Y
ON,Drenthe,Borger-Odoorn,6.8944003,52.97045036,03-09-1982,Appraisal hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Dinkelland,6.87268881,52.29537091,20-04-1997,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.68550696,52.59796014,11-02-1993,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Overijssel,Hardenberg,6.68579055,52.59816718,25-02-1995,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Borger-Odoorn,6.87137714,52.96157846,09-06-1983,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Westerveld,6.3598313,52.83111394,12-10-1954,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Noord-Holland,Bergen,4.66432009,52.59284978,10-07-1997,Exploration hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,,,4.58914788,52.62512873,13-10-1984,Exploration hydrocarbon,Plugged and abandoned,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68560655,53.23939857,08-11-1970,Appraisal hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68609447,53.24189667,17-03-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68597382,53.24127173,15-04-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68585199,53.24064724,12-05-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68573061,53.24002267,06-06-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68456691,53.23947001,02-07-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68468855,53.24009396,21-07-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68481036,53.24071835,15-07-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68493219,53.24134311,14-08-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68505387,53.24196804,11-09-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68517569,53.24259261,07-10-1971,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68621749,53.24252069,14-12-1983,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Slochteren,6.68462753,53.23978271,01-08-2005,Development hydrocarbon,Suspended,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95392455,53.17281797,02-04-1965,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95068591,53.1732385,19-02-1966,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95172787,53.17330678,10-03-1966,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95288154,53.17274972,21-04-1966,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95184094,53.17268161,03-05-1966,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95276796,53.17337669,12-11-1966,Appraisal hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95380827,53.17344443,23-12-1969,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94975867,53.17253639,25-01-1970,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94964532,53.17317109,06-09-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.9487184,53.1724608,15-09-1972,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.94860705,53.1731013,21-05-1974,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95484948,53.17351225,18-08-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95589004,53.17357853,18-09-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95704447,53.17302304,24-10-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.9560049,53.17295487,23-11-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95496502,53.17288651,18-12-1967,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.95693177,53.17364794,09-09-1969,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.9579703,53.17371558,06-10-1969,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Groningen,Scheemda,6.9580839,53.1730913,16-06-1971,Development hydrocarbon,Closed-In,Gas,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
